"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
377;15331;15.319000244140625;0.2290976196527481;0.07913991063833237;-0.07373583316802979;-0.9673749208450317;14078;
378;15371;15.359000205993652;0.2298039346933365;0.07855358719825745;-0.07296333461999893;-0.9673137068748474;52605;
379;15411;15.39900016784668;0.22946974635124207;0.07865652441978455;-0.07446987926959991;-0.9672698974609375;56273;
380;15451;15.439000129699707;0.22962042689323425;0.07899568229913712;-0.07490114122629166;-0.967173159122467;15792;
381;15491;15.479000091552734;0.22968406975269318;0.0785733163356781;-0.0746050700545311;-0.967215359210968;48290;
382;15531;15.519000053405762;0.2396339774131775;0.07788887619972229;-0.07959974557161331;-0.9644546508789062;22029;
383;15571;15.559000015258789;0.23982127010822296;0.07826558500528336;-0.0780864804983139;-0.9645012617111206;19901;
384;15611;15.598999977111816;0.23049099743366241;0.07908988744020462;-0.07266730070114136;-0.9671288132667542;20941;
385;15651;15.638999938964844;0.23079535365104675;0.0775272399187088;-0.07256541401147842;-0.9671904444694519;57347;
386;15691;15.678999900817871;0.23058061301708221;0.0776555985212326;-0.073165163397789;-0.9671861529350281;13884;
387;15731;15.718999862670898;0.23088224232196808;0.07871341705322266;-0.07426338642835617;-0.9669449925422668;7037;
388;15771;15.758999824523926;0.23179994523525238;0.07939741760492325;-0.07303032279014587;-0.9667633771896362;22543;
389;15811;15.798999786376953;0.23366892337799072;0.07983305305242538;-0.07107450067996979;-0.9664232730865479;29477;
390;15851;15.83899974822998;0.23317298293113708;0.07911137491464615;-0.07232053577899933;-0.966509997844696;24391;
391;15891;15.878999710083008;0.2230171114206314;0.07796401530504227;-0.06861216574907303;-0.969266414642334;20055;
392;15931;15.918999671936035;0.22259622812271118;0.07776450365781784;-0.07201475650072098;-0.9691323041915894;4524;
393;15971;15.958999633789062;0.22213968634605408;0.07740238308906555;-0.0734141543507576;-0.9691611528396606;36484;
394;16011;15.99899959564209;0.2218817174434662;0.07646163552999496;-0.07489173859357834;-0.9691817760467529;23956;
395;16051;16.038999557495117;0.22253923118114471;0.07700789719820023;-0.0743829682469368;-0.9690269827842712;60915;
396;16091;16.07900047302246;0.23266777396202087;0.07799991965293884;-0.07881604880094528;-0.966214120388031;54469;
397;16131;16.118999481201172;0.23278865218162537;0.07773449271917343;-0.07850924879312515;-0.9662313461303711;1695;
398;16171;16.159000396728516;0.22365044057369232;0.07911990582942963;-0.07300303876399994;-0.9687058925628662;7621;
399;16211;16.198999404907227;0.22411201894283295;0.07887127995491028;-0.07196580618619919;-0.9686970710754395;32981;
400;16251;16.23900032043457;0.2237025648355484;0.0779733881354332;-0.0732014998793602;-0.9687718749046326;12665;
401;16291;16.27899932861328;0.21321091055870056;0.0782221257686615;-0.07033585757017136;-0.9713265895843506;58023;
